[ 2021-03-22 02:29:57,827 ] Asset loading complete
[ 2021-03-24 21:38:46,742 ] Request connection to gameserver  "tcp://80.193.199.141:7172"  (unprotected:  "tcp://80.193.199.141:7172" )  requested (Charakter "Carlosr" )
[ 2021-03-24 21:38:46,746 ] Request connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-03-24 21:38:47,670 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-03-24 21:38:51,153 ] Connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"  was disconnected ( "Connection refused" )
[ 2021-03-24 21:38:52,153 ] Request connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-03-24 21:38:56,503 ] Connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"  was disconnected ( "Connection refused" )
[ 2021-03-24 21:38:56,514 ] Disconnected from gameserver
[ 2021-03-24 21:38:57,767 ] Request connection to gameserver  "tcp://80.193.199.141:7172"  (unprotected:  "tcp://80.193.199.141:7172" )  requested (Charakter "Carlosr" )
[ 2021-03-24 21:38:57,769 ] Request connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-03-24 21:38:58,702 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-03-24 21:38:59,536 ] Connected to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-03-24 21:41:52,645 ] Connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"  was disconnected ( "The remote host closed the connection" )
[ 2021-03-24 21:41:52,749 ] Disconnected from gameserver
[ 2021-03-24 21:41:52,837 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-03-24 21:42:02,147 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-03-24 21:42:03,537 ] Request connection to gameserver  "tcp://80.193.199.141:7172"  (unprotected:  "tcp://80.193.199.141:7172" )  requested (Charakter "GOD" )
[ 2021-03-24 21:42:03,541 ] Request connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-03-24 21:42:03,566 ] Connected to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-03-24 21:42:04,479 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-03-24 21:45:13,504 ] Connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"  was disconnected ( "The remote host closed the connection" )
[ 2021-03-24 21:45:13,603 ] Disconnected from gameserver
[ 2021-03-24 21:45:13,699 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-03-24 21:45:15,245 ] Request connection to gameserver  "tcp://80.193.199.141:7172"  (unprotected:  "tcp://80.193.199.141:7172" )  requested (Charakter "Druid Sample" )
[ 2021-03-24 21:45:15,247 ] Request connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-03-24 21:45:15,272 ] Connected to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-03-24 21:45:16,181 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-03-24 21:45:21,204 ] Connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"  was disconnected ( "The remote host closed the connection" )
[ 2021-03-24 21:45:21,298 ] Disconnected from gameserver
[ 2021-03-24 21:45:21,357 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-03-24 21:45:37,587 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-03-24 21:45:38,267 ] Request connection to gameserver  "tcp://80.193.199.141:7172"  (unprotected:  "tcp://80.193.199.141:7172" )  requested (Charakter "Carlosr" )
[ 2021-03-24 21:45:38,270 ] Request connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-03-24 21:45:38,320 ] Connected to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-03-24 21:45:39,220 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-03-24 21:45:48,454 ] "updateOrCreateCreatureFromProtobuf: no creature with id 268435465 found"
[ 2021-03-24 21:55:33,696 ] Connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"  was disconnected ( "The remote host closed the connection" )
[ 2021-03-24 21:55:33,799 ] Disconnected from gameserver
[ 2021-03-24 21:55:33,878 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-03-24 21:55:42,281 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-03-24 21:55:49,467 ] Request connection to gameserver  "tcp://80.193.199.141:7172"  (unprotected:  "tcp://80.193.199.141:7172" )  requested (Charakter "GOD" )
[ 2021-03-24 21:55:49,471 ] Request connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-03-24 21:55:49,513 ] Connected to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-03-24 21:55:50,414 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-03-24 22:05:57,005 ] Connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"  was disconnected ( "The remote host closed the connection" )
[ 2021-03-24 22:05:57,105 ] Disconnected from gameserver
[ 2021-03-24 22:05:57,196 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-03-24 22:05:59,310 ] Request connection to gameserver  "tcp://80.193.199.141:7172"  (unprotected:  "tcp://80.193.199.141:7172" )  requested (Charakter "Druid Sample" )
[ 2021-03-24 22:05:59,313 ] Request connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-03-24 22:05:59,373 ] Connected to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-03-24 22:06:00,287 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-03-24 22:06:32,253 ] Connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"  was disconnected ( "The remote host closed the connection" )
[ 2021-03-24 22:06:32,344 ] Disconnected from gameserver
[ 2021-03-24 22:06:32,408 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-03-24 22:06:40,176 ] Request connection to gameserver  "tcp://80.193.199.141:7172"  (unprotected:  "tcp://80.193.199.141:7172" )  requested (Charakter "Sorcerer Sample" )
[ 2021-03-24 22:06:40,178 ] Request connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-03-24 22:06:40,220 ] Connected to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-03-24 22:06:41,120 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-03-24 22:07:14,152 ] Connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"  was disconnected ( "The remote host closed the connection" )
[ 2021-03-24 22:07:14,266 ] Disconnected from gameserver
[ 2021-03-24 22:08:49,131 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-03-24 22:08:50,420 ] Request connection to gameserver  "tcp://80.193.199.141:7172"  (unprotected:  "tcp://80.193.199.141:7172" )  requested (Charakter "Sorcerer Sample" )
[ 2021-03-24 22:08:50,424 ] Request connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-03-24 22:08:51,374 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-03-24 22:08:54,748 ] Connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"  was disconnected ( "Connection refused" )
[ 2021-03-24 22:08:55,748 ] Request connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-03-24 22:09:00,348 ] Connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"  was disconnected ( "Connection refused" )
[ 2021-03-24 22:09:00,357 ] Disconnected from gameserver
[ 2021-03-24 22:09:01,584 ] Request connection to gameserver  "tcp://80.193.199.141:7172"  (unprotected:  "tcp://80.193.199.141:7172" )  requested (Charakter "Sorcerer Sample" )
[ 2021-03-24 22:09:01,586 ] Request connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-03-24 22:09:02,147 ] Connected to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-03-24 22:09:02,663 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-03-24 22:09:09,197 ] Connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"  was disconnected ( "The remote host closed the connection" )
[ 2021-03-24 22:09:09,307 ] Disconnected from gameserver
[ 2021-03-24 22:09:09,392 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-03-24 22:09:11,925 ] Request connection to gameserver  "tcp://80.193.199.141:7172"  (unprotected:  "tcp://80.193.199.141:7172" )  requested (Charakter "GOD" )
[ 2021-03-24 22:09:11,929 ] Request connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-03-24 22:09:11,964 ] Connected to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-03-24 22:09:12,880 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-03-24 22:22:30,199 ] Connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"  was disconnected ( "The remote host closed the connection" )
[ 2021-03-24 22:22:30,329 ] Disconnected from gameserver
[ 2021-03-24 22:27:11,755 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-03-24 22:30:24,681 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-03-24 22:30:25,516 ] Request connection to gameserver  "tcp://80.193.199.141:7172"  (unprotected:  "tcp://80.193.199.141:7172" )  requested (Charakter "Carlosr" )
[ 2021-03-24 22:30:25,519 ] Request connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-03-24 22:30:25,563 ] Connected to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-03-24 22:30:26,465 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-03-24 22:32:40,291 ] Connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"  was disconnected ( "The remote host closed the connection" )
[ 2021-03-24 22:32:40,398 ] Disconnected from gameserver
[ 2021-03-24 22:32:40,483 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-03-24 22:32:48,806 ] Request connection to gameserver  "tcp://80.193.199.141:7172"  (unprotected:  "tcp://80.193.199.141:7172" )  requested (Charakter "Carlosr" )
[ 2021-03-24 22:32:48,810 ] Request connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-03-24 22:32:48,841 ] Connected to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-03-24 22:32:49,758 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-03-24 22:32:56,174 ] qrc:/qml/StoreMainPage.qml:76:9: QML Image: Connection refused
[ 2021-03-24 22:32:56,174 ] qrc:/qml/StoreMainPage.qml:76:9: QML Image: Connection refused
[ 2021-03-24 22:32:56,175 ] qrc:/qml/StoreMainPage.qml:76:9: QML Image: Connection refused
[ 2021-03-24 22:35:26,751 ] Connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"  was disconnected ( "The remote host closed the connection" )
[ 2021-03-24 22:35:26,852 ] Disconnected from gameserver
[ 2021-03-24 22:35:26,947 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-03-24 22:35:34,245 ] Request connection to gameserver  "tcp://80.193.199.141:7172"  (unprotected:  "tcp://80.193.199.141:7172" )  requested (Charakter "Carlosr" )
[ 2021-03-24 22:35:34,247 ] Request connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-03-24 22:35:34,284 ] Connected to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-03-24 22:35:35,202 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-03-24 22:36:12,149 ] Connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"  was disconnected ( "The remote host closed the connection" )
[ 2021-03-24 22:36:12,247 ] Disconnected from gameserver
[ 2021-03-24 22:36:12,323 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-03-24 22:37:07,015 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-03-24 22:37:07,650 ] Request connection to gameserver  "tcp://80.193.199.141:7172"  (unprotected:  "tcp://80.193.199.141:7172" )  requested (Charakter "Carlosr" )
[ 2021-03-24 22:37:07,653 ] Request connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-03-24 22:37:07,697 ] Connected to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-03-24 22:37:08,598 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-03-24 22:37:28,480 ] qrc:/qml/StoreMainPage.qml:76:9: QML Image: Connection refused
[ 2021-03-24 22:37:28,480 ] qrc:/qml/StoreMainPage.qml:76:9: QML Image: Connection refused
[ 2021-03-24 22:37:28,480 ] qrc:/qml/StoreMainPage.qml:76:9: QML Image: Connection refused
[ 2021-03-24 22:38:55,894 ] Connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"  was disconnected ( "The remote host closed the connection" )
[ 2021-03-24 22:38:55,988 ] Disconnected from gameserver
[ 2021-03-24 22:38:56,088 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-03-24 22:39:07,743 ] Request connection to gameserver  "tcp://80.193.199.141:7172"  (unprotected:  "tcp://80.193.199.141:7172" )  requested (Charakter "Carlosr" )
[ 2021-03-24 22:39:07,746 ] Request connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-03-24 22:39:07,776 ] Connected to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-03-24 22:39:08,693 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-03-24 22:40:52,155 ] Connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"  was disconnected ( "The remote host closed the connection" )
[ 2021-03-24 22:40:52,253 ] Disconnected from gameserver
[ 2021-03-24 22:40:52,323 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-03-24 22:41:02,706 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-03-24 22:41:05,487 ] Request connection to gameserver  "tcp://80.193.199.141:7172"  (unprotected:  "tcp://80.193.199.141:7172" )  requested (Charakter "Carlosr" )
[ 2021-03-24 22:41:05,492 ] Request connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-03-24 22:41:05,521 ] Connected to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-03-24 22:41:06,421 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-03-24 23:00:42,481 ] Asset loading complete
[ 2021-03-24 23:01:06,524 ] News query failed: "Unrecognized event news."
[ 2021-03-24 23:01:08,103 ] Request connection to gameserver  "tcp://80.193.199.141:7172"  (unprotected:  "tcp://80.193.199.141:7172" )  requested (Charakter "Carlosr" )
[ 2021-03-24 23:01:08,110 ] Request connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-03-24 23:01:08,176 ] Connected to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-03-24 23:01:09,201 ] Failed to write minimap tile at coordinate 32256 , 32000 , 7 to disk due to: I/O error on file 'C:/Users/Admin/Desktop/Tibia Client 12.64/Tibia 12.64/minimap/Minimap_Color_32256_32000_7.png': Could not open file.
[ 2021-03-24 23:01:09,203 ] Failed to write minimap tile at coordinate 32256 , 32256 , 7 to disk due to: I/O error on file 'C:/Users/Admin/Desktop/Tibia Client 12.64/Tibia 12.64/minimap/Minimap_Color_32256_32256_7.png': Could not open file.
[ 2021-03-24 23:01:09,510 ] Failed to write minimap tile at coordinate 32256 , 32000 , 7 to disk due to: I/O error on file 'C:/Users/Admin/Desktop/Tibia Client 12.64/Tibia 12.64/minimap/Minimap_Color_32256_32000_7.png': Could not open file.
[ 2021-03-24 23:01:09,511 ] Failed to write minimap tile at coordinate 32256 , 32256 , 7 to disk due to: I/O error on file 'C:/Users/Admin/Desktop/Tibia Client 12.64/Tibia 12.64/minimap/Minimap_Color_32256_32256_7.png': Could not open file.
